SARG.Seq.ID	New.Subtype	New.New.Subtype	New.Type	Family	subfamily	subfamily2	Seq.ID.in.CARD (need to redo)	
gi|910140813|ref|WP_050008485.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|910264267|ref|WP_050068294.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|910973847|ref|WP_050149048.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|912599327|ref|WP_050193691.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|912614197|ref|WP_050196089.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|915657963|ref|WP_050867788.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|915701375|ref|WP_050871437.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919594850|ref|WP_052892342.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919601241|ref|WP_052893936.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919791854|ref|WP_052896466.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919845597|ref|WP_052897224.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919893883|ref|WP_052903625.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919910427|ref|WP_052906132.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919943616|ref|WP_052915800.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|919974594|ref|WP_052924706.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|920043183|ref|WP_052939253.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|920414680|ref|WP_052985973.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|920465160|ref|WP_052991191.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|921979807|ref|WP_053271336.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|921980855|ref|WP_053272142.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|921982900|ref|WP_053273667.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|922019548|ref|WP_053299973.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|922960663|ref|WP_053388845.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|923061916|ref|WP_053445667.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|924503108|ref|WP_053510027.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|924626178|ref|WP_053530123.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|927316447|ref|WP_053810605.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|928816050|ref|WP_053879097.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|928822030|ref|WP_053882765.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|928826610|ref|WP_053885940.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|928831144|ref|WP_053888514.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|928834186|ref|WP_053890508.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|936194420|ref|WP_054528571.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|938460528|ref|WP_054624864.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|938461734|ref|WP_054625806.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|938466766|ref|WP_054627825.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|949718947|ref|WP_057063453.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|949731360|ref|WP_057072003.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|949791377|ref|WP_057104572.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|949802831|ref|WP_057109467.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|950164608|ref|WP_057214157.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|950834222|ref|WP_057524365.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|951257497|ref|WP_057695857.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|951351507|ref|WP_057729122.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|952011484|ref|WP_057915969.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|959101689|ref|WP_058107049.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|959108022|ref|WP_058113001.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|959109145|ref|WP_058113944.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|959866458|ref|WP_058145168.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|960315461|ref|WP_058222782.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|960851665|ref|WP_058330789.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|960873409|ref|WP_058345546.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|968563772|ref|WP_058587854.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|969848384|ref|WP_058609247.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|970306936|ref|WP_058676869.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|970558766|ref|WP_058820271.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|971845730|ref|WP_058914924.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974588181|ref|WP_059178476.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974628291|ref|WP_059215695.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974633183|ref|WP_059219858.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974641719|ref|WP_059227752.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974652669|ref|WP_059238406.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974672242|ref|WP_059256507.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974684692|ref|WP_059267998.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|974688082|ref|WP_059271287.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|976146774|ref|WP_059305359.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|976150171|ref|WP_059308384.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|976150970|ref|WP_059309182.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|976152237|ref|WP_059310432.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|979422229|ref|WP_059319814.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|979505419|ref|WP_059334195.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|979540828|ref|WP_059340323.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|979830739|ref|WP_059342912.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|981224618|ref|WP_059445588.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|983405167|ref|WP_060572706.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|983413012|ref|WP_060578893.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|983424273|ref|WP_060588471.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|983455103|ref|WP_060615977.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|985815823|ref|WP_060876116.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|992380339|ref|WP_061067665.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|992390012|ref|WP_061077002.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
gi|998245120|ref|WP_061098715.1|	macB	macB	MLS	MLS_macrolide	multicomponent system			
NP_286651	macB	macB	MLS	MLS_macrolide	multicomponent system			
NP_455432	macB	macB	MLS	MLS_macrolide	multicomponent system			
Q57R58	macB	macB	MLS	MLS_macrolide	multicomponent system			
Q5PGK9	macB	macB	MLS	MLS_macrolide	multicomponent system			
Q83LR7	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001176128	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001438541	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001453760	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001571041	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001588793	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_001880923	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002040143	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002044935	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002113999	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002214869	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002225954	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002239469	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002242988	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002269553	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002292212	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002328441	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002382193	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002386378	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002408235	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002411827	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_002850060	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_309843	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_403947	macB	macB	MLS	MLS_macrolide	multicomponent system			
YP_407313	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_02573259	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_02685546	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_02831928	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_02903696	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03003741	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03029420	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03033664	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03045710	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03052661	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03065389	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_03074747	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_04001960	macB	macB	MLS	MLS_macrolide	multicomponent system			
ZP_04657259	macB	macB	MLS	MLS_macrolide	multicomponent system			
gb|ACJ63262.1|ARO:3003107|mefB	mef(B)	mef(B)	MLS	MLS_macrolide	MFS antibiotic efflux pump		gb|ACJ63262.1|ARO:3003107|mefB	
gb|BAL43360.1|ARO:3003745|mefC	mef(C)	mef(C)	MLS	MLS_macrolide	MFS antibiotic efflux pump		gb|BAL43360.1|ARO:3003745|mefC	
QHW12307.1	mef(D)	mef(D)	MLS	MLS_macrolide	MFS antibiotic efflux pump			
gb|AAK99775.1|ARO:3000614|mefE	mef(E)	mef(E)	MLS	MLS_macrolide	MFS antibiotic efflux pump		gb|AAK99775.1|ARO:3000614|mefE	
gb|AAF74725.1|ARO:3004659|Mef(En2)	mef(En2)	mef(En2)	MLS	MLS_macrolide	MFS antibiotic efflux pump		gb|AAF74725.1|ARO:3004659|Mef(En2)	
gb|ABA28305.2|ARO:3000462|mgtA	mgtA	mgtA	MLS	MLS_macrolide	glycotransferase		gb|ABA28305.2|ARO:3000462|mgtA	
AAR05762	mph(A)	mph(A)	MLS	MLS_macrolide	phosphorylases		gb|BAA03776.1|ARO:3000316|mphA	
AAB03644	mph(A)	mph(A)	MLS	MLS_macrolide	phosphorylases			
AAG14406	mph(A)	mph(A)	MLS	MLS_macrolide	phosphorylases			
gi|749030947|ref|WP_040078663.1|	mph(A)	mph(A)	MLS	MLS_macrolide	phosphorylases			
gb|AAG57600.1|ARO:3000318|mphB	mph(B)	mph(B)	MLS	MLS_macrolide	phosphorylases		gb|AAG57600.1|ARO:3000318|mphB	
ACE78320	mph(B)	mph(B)	MLS	MLS_macrolide	phosphorylases			
gi|510836536|ref|WP_016208156.1|	mph(B)	mph(B)	MLS	MLS_macrolide	phosphorylases			
BAD86538	mph(C)	mph(C)	MLS	MLS_macrolide	phosphorylases		gb|BAA34540.1|ARO:3000319|mphC	
CAB96926	mph(C)	mph(C)	MLS	MLS_macrolide	phosphorylases			
CAJ51087	mph(C)	mph(C)	MLS	MLS_macrolide	phosphorylases			
CAL37101	mph(C)	mph(C)	MLS	MLS_macrolide	phosphorylases			
YP_001569069	mph(C)	mph(C)	MLS	MLS_macrolide	phosphorylases			
gb|ABI20451.1|ARO:3003741|mphE	mph(E)	mph(E)	MLS	MLS_macrolide	phosphorylases		gb|ABI20451.1|ARO:3003741|mphE	
gb|CAJ98570.1|ARO:3003071|mphF	mph(F)	mph(F)	MLS	MLS_macrolide	phosphorylases		gb|CAJ98570.1|ARO:3003071|mphF	
gb|BAL43359.1|ARO:3003742|mphG	mph(G)	mph(G)	MLS	MLS_macrolide	phosphorylases		gb|BAL43359.1|ARO:3003742|mphG	
gb|ACU86041.1|ARO:3004539|mphH	mph(H)	mph(H)	MLS	MLS_macrolide	phosphorylases		gb|ACU86041.1|ARO:3004539|mphH	
gb|APB03226.1|ARO:3003991|mphI	mph(I)	mph(I)	MLS	MLS_macrolide	phosphorylases		gb|APB03226.1|ARO:3003991|mphI	
gb|ATL63232.1|ARO:3004544|mphJ	mph(J)	mph(J)	MLS	MLS_macrolide	phosphorylases		gb|ATL63232.1|ARO:3004544|mphJ	
gb|AJE92936.1|ARO:3004541|mphK	mph(K)	mph(K)	MLS	MLS_macrolide	phosphorylases		gb|AJE92936.1|ARO:3004541|mphK	
gb|EEL41021.1|ARO:3003072|mphL	mph(L)	mph(L)	MLS	MLS_macrolide	phosphorylases		gb|EEL41021.1|ARO:3003072|mphL	
gb|AMR06225.1|ARO:3003767|mphM	mph(M)	mph(M)	MLS	MLS_macrolide	phosphorylases		gb|AMR06225.1|ARO:3003767|mphM	
gb|AHE40505.1|ARO:3004542|mphN	mph(N)	mph(N)	MLS	MLS_macrolide	phosphorylases		gb|AHE40505.1|ARO:3004542|mphN	
gb|WP_050815728.1|ARO:3004543|mphO	mph(O)	mph(O)	MLS	MLS_macrolide	phosphorylases		gb|WP_050815728.1|ARO:3004543|mphO	
AAA50325	ole(B)	ole(B)	MLS	MLS_macrolide	ABC-F unclear		gb|AAA50325.1|ARO:3003036|oleB	
gb|AAA26793|ARO:3003748|oleC	ole(C)	ole(C)	MLS	MLS_macrolide	ABC antibiotic efflux pump		gb|AAA26793|ARO:3003748|oleC	
DQ195536.2.orf0.gene.p01	oleD	oleD	MLS	MLS_macrolide	glycotransferase		gb|ABA42119.2|ARO:3000865|oleD	
gb|ABA42118.2|ARO:3000866|oleI	oleI	oleI	MLS	MLS_macrolide	glycotransferase		gb|ABA42118.2|ARO:3000866|oleI	
gb|AAS79458.1|ARO:3001302|chrB	chrB	chrB	MLS	MLS_macrolide_lincoside			gb|AAS79458.1|ARO:3001302|chrB	
gb|AAL02176.1|ARO:3004669|emtA	emtA	emtA	MLS	MLS_macrolide_lincoside			gb|AAL02176.1|ARO:3004669|emtA	
gb|BAA03674.1|ARO:3001300|myrA	myrA	myrA	MLS	MLS_macrolide_lincoside			gb|BAA03674.1|ARO:3001300|myrA	
gb|AJD73064.1|ARO:3001301|RlmA(II)	RlmA(II)	RlmA(II)	MLS	MLS_macrolide_lincoside			gb|AJD73064.1|ARO:3001301|RlmA(II)	
gb|AAD12162.1|ARO:3001299|tlrB	tlrB	tlrB	MLS	MLS_macrolide_lincoside			gb|AAD12162.1|ARO:3001299|tlrB	
L07778.gene.p01	vat(A)	vat(A)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAA26683.1|ARO:3002840|vatA	
U19459.gene.p01	vat(B)	vat(B)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAA86871.1|ARO:3002841|vatB	
YP_001389621	vat(B)	vat(B)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
YP_001779894	vat(B)	vat(B)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
YP_001785579	vat(B)	vat(B)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
YP_002861121	vat(B)	vat(B)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
AF015628.1.gene2.p01	vat(C)	vat(C)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAC61671.1|ARO:3002842|vatC	
AF368302.1.gene3.p01	vat(D)	vat(D)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAK84316.1|ARO:3002843|vatD	
P50870	vat(D)	vat(D)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
AF139725.gene.p01	vat(E)	vat(E)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAF86220.1|ARO:3002844|vatE	
AAF24171	vat(E)	vat(E)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
AAG21695	vat(E)	vat(E)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
AAK91782	vat(E)	vat(E)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase			
gb|AAF63432|ARO:3003744|vatF	vat(F)	vat(F)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|AAF63432|ARO:3003744|vatF	
GQ205627.2.gene3.p01	vat(H)	vat(H)	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|ACX92987.1|ARO:3002845|vatH	
gb|APB03220.1|ARO:3003987|VatI	VatI	VatI	MLS	MLS_streptogramin	streptogramin vat acetyltransferase		gb|APB03220.1|ARO:3003987|VatI	
M20129.gene.p01	vgb(A)	vgb(A)	MLS	MLS_streptogramin	streptogramin vgb lyase 		gb|AAA98349.1|ARO:3001307|VgbA	
AAA98259	vgb(A)	vgb(A)	MLS	MLS_streptogramin	streptogramin vgb lyase 			
AF015628.1.gene1.p01	vgb(B)	vgb(B)	MLS	MLS_streptogramin	streptogramin vgb lyase 		gb|AAC61670.1|ARO:3001308|VgbB	
gb|APB03225.1|ARO:3003990|VgbC	VgbC	VgbC	MLS	MLS_streptogramin	streptogramin vgb lyase 		gb|APB03225.1|ARO:3003990|VgbC	
YP_002847275	kasugamycin resistance protein ksgA	kasugamycin resistance protein ksgA	MLS	mutation	MLS_macrolide			
YP_401803	kasugamycin resistance protein ksgA	kasugamycin resistance protein ksgA	MLS	mutation	MLS_macrolide			
ZP_02698269	kasugamycin resistance protein ksgA	kasugamycin resistance protein ksgA	MLS	mutation	MLS_macrolide			
ZP_02902942	kasugamycin resistance protein ksgA	kasugamycin resistance protein ksgA	MLS	mutation	MLS_macrolide			
ZP_03030905	kasugamycin resistance protein ksgA	kasugamycin resistance protein ksgA	MLS	mutation	MLS_macrolide			
gb|XP_753111.1|ARO:3003942|abcA	abcA	abcA	multidrug	ABC antibiotic efflux pump			gb|XP_753111.1|ARO:3003942|abcA	
gb|AAC74000.1|ARO:3003950|msbA	msbA	msbA	multidrug	ABC antibiotic efflux pump			gb|AAC74000.1|ARO:3003950|msbA	
gb|BAD89844.2|ARO:3000753|abeM	abeM	abeM	multidrug	MATE transporter			gb|BAD89844.2|ARO:3000753|abeM	
gb|CAE00499.1|ARO:3003835|cdeA	cdeA	cdeA	multidrug	MATE transporter			gb|CAE00499.1|ARO:3003835|cdeA	
gb|BAC11911.1|ARO:3003551|emeA	emeA	emeA	multidrug	MATE transporter			gb|BAC11911.1|ARO:3003551|emeA	
AAY21388	emeA	emeA	multidrug	MATE transporter				
YP_808159	emeA	emeA	multidrug	MATE transporter				
ZP_03948381	emeA	emeA	multidrug	MATE transporter				
ZP_03982909	emeA	emeA	multidrug	MATE transporter				
ZP_04648601	emeA	emeA	multidrug	MATE transporter				
gb|ADO96486.1|ARO:3003953|hmrM	hmrM	hmrM	multidrug	MATE transporter			gb|ADO96486.1|ARO:3003953|hmrM	
gb|AML99881.1|ARO:3001327|mdtK	mdtK	mdtK	multidrug	MATE transporter			gb|AML99881.1|ARO:3001327|mdtK	
A1ABK4	mdtK	mdtK	multidrug	MATE transporter				
A7ZMC9	mdtK	mdtK	multidrug	MATE transporter				
A8A0L0	mdtK	mdtK	multidrug	MATE transporter				
B1LEM1	mdtK	mdtK	multidrug	MATE transporter				
B6IBA3	mdtK	mdtK	multidrug	MATE transporter				
B7LQA4	mdtK	mdtK	multidrug	MATE transporter				
BAA31456	mdtK	mdtK	multidrug	MATE transporter				
BAH63712	mdtK	mdtK	multidrug	MATE transporter				
CP004022.1.gene1427.p01	mdtK	mdtK	multidrug	MATE transporter				
gi|1002398650|ref|WP_061381408.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|1004039946|ref|WP_061495278.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|391251304|gb|EIQ10520.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|364568766|gb|EHM46406.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097675|ref|WP_001174931.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097676|ref|WP_001174932.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097677|ref|WP_001174933.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097679|ref|WP_001174935.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097681|ref|WP_001174937.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097685|ref|WP_001174941.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097688|ref|WP_001174944.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097691|ref|WP_001174947.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097692|ref|WP_001174948.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097694|ref|WP_001174950.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097695|ref|WP_001174951.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097700|ref|WP_001174956.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097702|ref|WP_001174958.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097709|ref|WP_001174965.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097715|ref|WP_001174971.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097716|ref|WP_001174972.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097718|ref|WP_001174974.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097720|ref|WP_001174976.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|447097828|ref|WP_001175084.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485735303|ref|WP_001362592.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485757462|ref|WP_001382958.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485770235|ref|WP_001394334.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485773529|ref|WP_001397346.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485787669|ref|WP_001409905.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485854416|ref|WP_001456174.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485857240|ref|WP_001458003.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485860241|ref|WP_001459790.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485866194|ref|WP_001464399.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485879701|ref|WP_001475364.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|485907995|ref|WP_001489602.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|486126563|ref|WP_001512792.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|486183064|ref|WP_001538796.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|486195100|ref|WP_001546205.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|486210904|ref|WP_001555037.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|486361816|ref|WP_001594132.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487339503|ref|WP_001633039.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487371629|ref|WP_001645359.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487399078|ref|WP_001668640.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487415514|ref|WP_001682922.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487508322|ref|WP_001706332.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487511179|ref|WP_001706772.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487560473|ref|WP_001716590.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487571450|ref|WP_001720154.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|487636880|ref|WP_001741775.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|488156254|ref|WP_002227462.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|488158065|ref|WP_002229273.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|489863287|ref|WP_003766901.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|489929427|ref|WP_003832751.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|490012873|ref|WP_003915530.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|490204266|ref|WP_004102709.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|490245669|ref|WP_004143852.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|490279918|ref|WP_004175850.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|490989759|ref|WP_004851492.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|491269060|ref|WP_005127195.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|496080107|ref|WP_008804614.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|506221330|ref|WP_015741105.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|507090493|ref|WP_016161206.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|510925276|ref|WP_016246019.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|513038238|ref|WP_016506266.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|513038978|ref|WP_016506872.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|515713142|ref|WP_017145742.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|523461775|gb|EPR33768.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|545139426|ref|WP_021499212.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|545160133|ref|WP_021515043.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|545163983|ref|WP_021518728.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|545277993|ref|WP_021565224.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|545292767|ref|WP_021573603.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|554682163|ref|WP_023182103.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|555038129|gb|ESL82444.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|555107106|gb|ESM50626.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|555139174|gb|ESM81938.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|555211913|gb|ESN54240.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|555222058|ref|WP_023214681.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|556195453|ref|WP_023278941.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|556469366|ref|WP_023321121.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|558088995|ref|WP_023481339.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|565651564|ref|WP_023898859.1|	mdtK	mdtK	multidrug	MATE transporter				
gi|578204972|gb|EUL65205.1|	mdtK	mdtK	multidrug	MATE transporter				
